YEAR,COMMUNITY.EXPECTATION,COMMUNITY.LEADERS,COUNTRY,DATAVIS.EDU,DATAVIS.EDU.METHOD,DATAVIS.TIME,EDU.BACKGROUND,EDU.MAJOR,EXPERIENCE.DATAVIS.YEARS,FREELANCE.OR.CONSULTANT,GENDER,JOB.DATASCI.HOURS,JOB.DATAVIS.AUDIENCE,JOB.DATAVIS.AUDIENCEDATAVISCONSUMPTION,JOB.DATAVIS.AUDIENCEDATAVISUSE,JOB.DATAVIS.AUDIENCEKNOWLEGE,JOB.DATAVIS.AUDIENCERELATIONSHIP,JOB.DATAVIS.CHARTSUSED,JOB.DATAVIS.EXPECTATIONS,JOB.DATAVIS.FATIGUE,JOB.DATAVIS.FOCUS,JOB.DATAVIS.GOALS,JOB.DATAVIS.HOURS,JOB.DATAVIS.INTENT,JOB.DATAVIS.LACKSKILLS,JOB.DATAVIS.LEADERSHIP.UNDERSTANDING,JOB.DATAVIS.NEWTOOLS,JOB.DATAVIS.ORGANIZATION,JOB.DATAVIS.PRESENTATION,JOB.DATAVIS.REACH,JOB.DATAVIS.RESOURCES,JOB.DATAVIS.TOOLCHOICE,JOB.DATAVIS.TOOLS,JOB.DATAVIS.USE,JOB.DESCRIPTION,JOB.DESIGN.HOURS,JOB.ENGINEERING.HOURS,JOB.IMPROVEMENT,JOB.PAY,JOB.PORTFOLIO.HOURS,JOB.PREPWORK.HOURS,JOB.SECTOR,LGBTQ,SPOKEN.LANGUAGE,REGION,TOTAL.HOURS,JOB.DESIGN.HOURS.PERC,JOB.DATASCI.HOURS.PERC,JOB.DATAVIS.HOURS.PERC,JOB.PREPWORK.HOURS.PERC,JOB.PORTFOLIO.HOURS.PERC,JOB.ENGINEERING.HOURS.PERC
2019,"Design iterations, changes in process/implementation when dealing with different audiences",NA,UNITED STATES,Mostly Self-Taught,"Workshops, Examples, Video Tutorials, Collaboration with more skilled practitioners, Working through a project, Mentoring/Teaching others",Much more,PHD,NATURAL SCIENCES,5,No,WOMAN,12,"General Public, Project Managers, Executives",Daily,"ANALYSIS, SUMMARIZATION, EDUCATION, RESEARCH","INTRO, MODERATE",COLLABORATIVE,"Line Chart, Bar Chart, Scatterplot, Hexbin/Heatmap, Treemap",ABOUT AS MUCH AS I EXPECTED FOR THIS ROLE,4,"DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB, BUT NOT THE FOCUS","Analysis, Summary/Overview, Communication, Exploration, Storytelling, Education",12,DATA VISUALIZATION IS ONLY PART OF MY JOB,3,5,4,EMBEDDED IN ANOTHER GROUP,"Dashboard, Static Web Page, Documents, Presentations, Email","Research, Leadership, Data Science/Analytics",2,I'M ABLE TO CHOOSE MY OWN TOOLS.,"D3, Excel, ggplot2, Highcharts, QGIS, R, Tableau","Business Intelligence Tools (like Tableau), Completely custom (matplotlib, ggplot2, Processing, D3, custom code)",ANALYST,0,10,Taking the time to streamline data flows - leaving more time for making visualizations,$60k - $80k,5,10,NOT-FOR-PROFIT,"No, but I identify as an Ally",ENGLISH,US / CANADA,49,20.41,24.489795918367346,24.489795918367346,20.408163265306122,10.204081632653061,20.408163265306122
2019,NA,NA,UNITED STATES,Equal Parts School and Self-Taught,"Examples, Collaboration with more skilled practitioners, Working through a project",Same,MASTERS,SOCIAL SCIENCES,2,No,WOMAN,5,"General Public, Analysts, Engineers",Not tracked / Unknown,"ANALYSIS, SUMMARIZATION, EDUCATION, RESEARCH, PR/BRANDING","INTRO, MODERATE, EXPERT",CONSULTATIVE,"Line Chart, Bar Chart, Scatterplot, Hexbin/Heatmap, Choropleth Map, Flow Diagram (Sankey, DAGRE, Flow Chart)",ABOUT AS MUCH AS I EXPECTED FOR THIS ROLE,4,"DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB, BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE","Analysis, Communication, Marketing, Exploration, Storytelling",5,DATA VISUALIZATION IS ONLY PART OF MY JOB,3,NA,3,THERE ARE NO SPECIALISTS IN DATA VISUALIZATION IN MY ORGANIZATION,"Embedded in a tool, Dashboard, Static Web Page, Documents, Presentations, Email","Marketing, Data Science/Analytics",4,I'M ABLE TO CHOOSE MY OWN TOOLS.,"ggplot2, R","Interactive Notebooks, General purpose charting libraries (plotly, highcharts)",ANALYST,0,10,NA,$80k - $100k,0,10,NOT-FOR-PROFIT,"No, but I identify as an Ally",NA,US / CANADA,30,33.33,16.666666666666668,16.666666666666668,33.333333333333336,0,33.333333333333336
2019,NA,Mona Chalabi,UNITED KINGDOM,Mostly Self-Taught,"Books, Examples, Collaboration with more skilled practitioners, Working through a project",Same,MASTERS,SOCIAL SCIENCES,5,No,WOMAN,NA,"General Public, Journalists, Government leaders",Not tracked / Unknown,"ENTERTAINMENT, JOURNALISM, DECISION-MAKING",INTRO,COLLABORATIVE,"Line Chart, Bar Chart, Scatterplot, Pictorial Visualization, Choropleth Map, Waffle chart, Bubble race, Radial bar",LESS,3,DATA VISUALIZATION IS THE FOCUS OF MY JOB,"Communication, Marketing, Storytelling",NA,HIRED TO DO DATA VISUALIZATION,5,6,5,BOTH,"Embedded in a tool, Interactive Notebook, Documents, Presentations",It's a data visualization design studio so features in all parts of the organisation,4,I'M ABLE TO CHOOSE MY OWN TOOLS.,"ggplot2, R, Pen & Paper","Completely custom (matplotlib, ggplot2, Processing, D3, custom code), Hand-crafted in a graphics editor (Illustrator), Hand-crafted with pen & paper or other physical means",ANALYST,NA,NA,Technical knowledge and skills in statistics/data science,$40k - $60k,NA,NA,PRIVATE SECTOR,"No, but I identify as an Ally",ENGLISH,EUROPE,NA,NA,NA,NA,NA,NA,NA
2019,"How to bring data viz down to earth a bit more so that regular people can interact with and know how to respond or act based on data viz, and how regular people can do it without feeling like they're not advanced enough to test the waters.","Stephanie Evergreen, Alberto Cairo, Cole Knaflic",UNITED STATES,Mostly Self-Taught,"Books, Working through a project, Mentoring/Teaching others",Much more,MASTERS,OTHER,3,No,WOMAN,4,"General Public, Executives, Social service professionals, nonprofit professionals, state government officials and staff",Not tracked / Unknown,"ANALYSIS, EDUCATION","INTRO, MODERATE, EXPERT",CONSULTATIVE,"Line Chart, Bar Chart, Pie Chart, Hexbin/Heatmap, Flow Diagram (Sankey, DAGRE, Flow Chart)",MORE,3,"DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB, BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE","Analysis, Communication, Exploration, Storytelling, Education",4,DATA VISUALIZATION IS ONLY PART OF MY JOB,5,7,5,THERE ARE NO SPECIALISTS IN DATA VISUALIZATION IN MY ORGANIZATION,"Scrollytelling, Presentations","Research, Data Science/Analytics, Training",5,I'M ABLE TO CHOOSE MY OWN TOOLS.,"Excel, Keynote, Canva, Piktochart","Business Intelligence Tools (like Tableau), General purpose charting libraries (plotly, highcharts), Completely custom (matplotlib, ggplot2, Processing, D3, custom code)",NONE OF THESE DESCRIBE MY ROLE,1,0,"To the multiple-barreled first question on this page, I have the energy and resource (strongly agree) but don't have the time to make better visualizations. I'm a trainer and have a very busy training schedule, so I create data visualizations as part of my training programs, but have little time right now to improve my own skills beyond what I can (and do) naturally through my own training development process.",$60k - $80k,2,4,NOT-FOR-PROFIT,"No, but I identify as an Ally",ENGLISH,US / CANADA,15,0,26.666666666666668,26.666666666666668,26.666666666666668,13.333333333333334,0
2019,NA,NA,FRANCE,Equal Parts School and Self-Taught,"Examples, Working through a project",More,MASTERS,BUSINESS & FINANCE,6,No,WOMAN,1,"Analysts, Engineers",Daily,ANALYSIS,MODERATE,COLLABORATIVE,"Line Chart, Bar Chart",LESS,4,"DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB, BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE","Analysis, Marketing, Exploration",1,DATA VISUALIZATION IS ONLY PART OF MY JOB,3,5,3,SEPARATE DATA VISUALIZATION GROUP,Email,"Marketing, Data Science/Analytics",4,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION AND THIS CAUSES NO ISSUE,Tableau,"Business Intelligence Tools (like Tableau), Interactive Notebooks",ENGINEER,NA,20,NA,$80k - $100k,NA,NA,PRIVATE SECTOR,No,"FRENCH, ENGLISH",EUROPE,NA,NA,NA,NA,NA,NA,NA
2019,NA,NA,UNITED STATES,Mostly Self-Taught,"Books, Workshops, Collaboration with more skilled practitioners, Working through a project",Same,BACHELORS,SOCIAL SCIENCES,NA,No,WOMAN,NA,"General Public, Product Managers, Executives",Weekly,NA,NA,CONSULTATIVE,"Line Chart, Bar Chart, Pie Chart",ABOUT AS MUCH AS I EXPECTED FOR THIS ROLE,4,"DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB, BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE","Analysis, Summary/Overview, Exploration, Storytelling",NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,2,5,2,THERE ARE NO SPECIALISTS IN DATA VISUALIZATION IN MY ORGANIZATION,Dashboard,Data Science/Analytics,3,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION AND IT CAUSES SOME ISSUES,Periscope Data,Business Intelligence Tools (like Tableau),ENGINEER,NA,NA,NA,$80k - $100k,NA,NA,PRIVATE SECTOR,No,"ENGLISH, PORTUGUESE",US / CANADA,NA,NA,NA,NA,NA,NA,NA
2019,"How to develop new tool skillsets within the job they currently have, especially if there are no mentors at said job.",Nadieh Bremer,UNITED STATES,Equal Parts School and Self-Taught,"Video Tutorials, Mentoring/Teaching others",Much more,BACHELORS,SOCIAL SCIENCES,1,No,WOMAN,15,"General Public, Scientists, Project Managers, Executives, Designers",Not tracked / Unknown,"ENTERTAINMENT, JOURNALISM, ANALYSIS, SUMMARIZATION, EDUCATION, PR/BRANDING","MODERATE, EXPERT",CONSULTATIVE,"Line Chart, Bar Chart, Scatterplot, Network Diagram",LESS,5,DATA VISUALIZATION IS THE FOCUS OF MY JOB,"Analysis, Summary/Overview, Communication, Marketing, Exploration, Storytelling, Education",15,HIRED TO DO DATA VISUALIZATION,4,7,4,EMBEDDED IN ANOTHER GROUP,"Dashboard, Documents, Presentations","Design, Marketing",4,I'M ABLE TO CHOOSE MY OWN TOOLS.,"ArcGIS, Excel, ggplot2, Illustrator, Mapbox, R, Tableau","Business Intelligence Tools (like Tableau), Interactive Notebooks, Completely custom (matplotlib, ggplot2, Processing, D3, custom code), Hand-crafted in a graphics editor (Illustrator)",ANALYST,5,5,More opportunities for mentors to help me to learn new tools or products.,$40k - $60k,0,15,PRIVATE SECTOR,"No, but I identify as an Ally",NA,US / CANADA,55,9.09,27.272727272727273,27.272727272727273,27.272727272727273,0,9.090909090909092
2019,"Talk about more about dataviz stories and how dataviz could possibly help/solve problems, issues.",NA,TURKEY,Mostly Self-Taught,"Workshops, Examples, Collaboration with more skilled practitioners, Working through a project",Much more,PHD,JOURNALISM,6,No,WOMAN,5,Lecturing,Not tracked / Unknown,"JOURNALISM, EDUCATION, RESEARCH",MODERATE,CONSULTATIVE,"Line Chart, Bar Chart, Pie Chart, Scatterplot, Infographics, Treemap, Choropleth Map",ABOUT AS MUCH AS I EXPECTED FOR THIS ROLE,4,"DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB, BUT NOT THE FOCUS","Summary/Overview, Communication, Marketing, Education",5,DATA VISUALIZATION IS ONLY PART OF MY JOB,3,4,4,THERE ARE NO SPECIALISTS IN DATA VISUALIZATION IN MY ORGANIZATION,"Embedded in a tool, Scrollytelling",Research,3,I'M ABLE TO CHOOSE MY OWN TOOLS.,"Excel, ggplot2, Highcharts, Python, Tableau, Pen & Paper","Business Intelligence Tools (like Tableau), General purpose charting libraries (plotly, highcharts)",ACADEMIC,5,0,More dataviz focused lecturing,$20k - $40k,2,7,ACADEMIC,"No, but I identify as an Ally","TURKISH, ENGLISH",ASIA,24,0,20.833333333333332,20.833333333333332,29.166666666666668,8.333333333333334,0
2019,NA,NA,UNITED KINGDOM,Equal Parts School and Self-Taught,"Video Tutorials, Collaboration with more skilled practitioners, Working through a project",More,MASTERS,SOCIAL SCIENCES,1,No,WOMAN,10,"General Public, Analysts, Engineers, Product Managers, Project Managers, Designers",Daily,"JOURNALISM, ANALYSIS, SUMMARIZATION, RESEARCH, PR/BRANDING","INTRO, MODERATE, EXPERT",CONSULTATIVE,"Line Chart, Bar Chart, Scatterplot, Hexbin/Heatmap, Infographics, Treemap, Network Diagram, Choropleth Map, Raster Map, Flow Diagram (Sankey, DAGRE, Flow Chart), 3D Charts",LESS,4,DATA VISUALIZATION IS THE FOCUS OF MY JOB,"Analysis, Summary/Overview, Communication, Marketing, Exploration, Storytelling, Education",10,HIRED TO DO DATA VISUALIZATION,2,7,4,BOTH,"Embedded in a tool, Interactive Notebook","Design, Engineering, Marketing, Research, IT, Leadership, Data Science/Analytics",4,I'M ABLE TO CHOOSE MY OWN TOOLS.,"D3, Excel, ggplot2, Illustrator, Mapbox, QGIS, R, Vega, Web Components, WebGL, Pen & Paper","Completely custom (matplotlib, ggplot2, Processing, D3, custom code), Flourish",DEVELOPER,5,10,A bit more time every week dedicated to learning new things,$20k - $40k,2,5,PRIVATE SECTOR,"No, but I identify as an Ally",ENGLISH,EUROPE,42,23.81,23.80952380952381,23.80952380952381,11.904761904761905,4.761904761904762,23.80952380952381
2019,NA,NA,UNITED STATES,Equal Parts School and Self-Taught,"Examples, Collaboration with more skilled practitioners, Working through a project",More,MASTERS,SOCIAL SCIENCES,1,No,WOMAN,15,"General Public, Analysts, Lawyers",Weekly,"JOURNALISM, ANALYSIS, SUMMARIZATION, RESEARCH","INTRO, MODERATE",COLLABORATIVE,"Line Chart, Bar Chart, Scatterplot, Hexbin/Heatmap, Choropleth Map",ABOUT AS MUCH AS I EXPECTED FOR THIS ROLE,4,"DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB, BUT NOT THE FOCUS","Analysis, Exploration, Storytelling",15,HIRED TO DO DATA VISUALIZATION,3,4,3,EMBEDDED IN ANOTHER GROUP,"Scrollytelling, Static Web Page",Data Science/Analytics,3,I'M ABLE TO CHOOSE MY OWN TOOLS.,"D3, ggplot2, Illustrator, Leaflet, QGIS, R","Business Intelligence Tools (like Tableau), Completely custom (matplotlib, ggplot2, Processing, D3, custom code), Hand-crafted in a graphics editor (Illustrator)",ANALYST,5,0,Collaboration and being able to learn from my coworkers.,$100k - $120k,1,15,NOT-FOR-PROFIT,"No, but I identify as an Ally",ENGLISH,US / CANADA,51,0,29.41176470588235,29.41176470588235,29.41176470588235,1.9607843137254901,0
2019,NA,NA,NA,Mostly Self-Taught,"Books, Workshops, Video Tutorials, Collaboration with more skilled practitioners",More,MASTERS,COMMUNICATION,3,No,WOMAN,3,General Public,Not tracked / Unknown,JOURNALISM,INTRO,SUBORDINATE,"Line Chart, Bar Chart, Scatterplot, Infographics",LESS,4,"DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB, BUT NOT THE FOCUS",Storytelling,3,DATA VISUALIZATION IS ONLY PART OF MY JOB,4,3,5,SEPARATE DATA VISUALIZATION GROUP,"Embedded in a tool, Static Web Page, Presentations, Newspaper or other physical handout",Media,2,I'M ABLE TO CHOOSE MY OWN TOOLS.,"Excel, ggplot2, R, Tableau, Flourish","General purpose charting libraries (plotly, highcharts), Hand-crafted in a graphics editor (Illustrator)",ANALYST,0,0,NA,"Less than $20,000",0,10,JOURNALISM,Prefer not to say,NA,NA,16,0,18.75,18.75,62.5,0,0
2019,"Debates / comparisons about traditional school vs self-taught online courses, in relation to dataviz and analysis.","Eva Murray, Ben Jones",UNITED STATES,Mostly From School (or other formal courses),"Workshops, Examples, Video Tutorials, Working through a project, Mentoring/Teaching others",Much more,BACHELORS,JOURNALISM,3,No,WOMAN,30,General Public,Daily,JOURNALISM,INTRO,SUBORDINATE,"Line Chart, Bar Chart, Pie Chart, Scatterplot, Treemap, Flow Diagram (Sankey, DAGRE, Flow Chart)",ABOUT AS MUCH AS I EXPECTED FOR THIS ROLE,3,DATA VISUALIZATION IS THE FOCUS OF MY JOB,"Analysis, Communication, Storytelling",30,DATA VISUALIZATION IS ONLY PART OF MY JOB,4,6,4,THERE ARE NO SPECIALISTS IN DATA VISUALIZATION IN MY ORGANIZATION,"Embedded in a tool, Dashboard, Static Web Page, Presentations","Design, Leadership",4,I'M ABLE TO CHOOSE MY OWN TOOLS.,"Excel, Python, Tableau, Pen & Paper",Business Intelligence Tools (like Tableau),ANALYST,15,0,Dashboard pre-sets would save some time.,$20k - $40k,10,5,JOURNALISM,"No, but I identify as an Ally",ENGLISH,US / CANADA,90,0,33.333333333333336,33.333333333333336,5.555555555555555,11.11111111111111,0
2019,Free Tools,NA,KENYA,Equal Parts School and Self-Taught,"Workshops, Collaboration with more skilled practitioners, Working through a project, Mentoring/Teaching others",Much more,MASTERS,COMMUNICATION,6,No,WOMAN,10,"General Public, Analysts, Engineers, Scientists, Project Managers, Executives, Designers",Monthly,"JOURNALISM, ANALYSIS, RESEARCH",INTRO,COLLABORATIVE,"Line Chart, Bar Chart, Pie Chart, Scatterplot, Hexbin/Heatmap, Infographics, Flow Diagram (Sankey, DAGRE, Flow Chart)",ABOUT AS MUCH AS I EXPECTED FOR THIS ROLE,2,DATA VISUALIZATION IS THE FOCUS OF MY JOB,"Analysis, Summary/Overview, Communication, Storytelling, Education",10,HIRED TO DO DATA VISUALIZATION,3,7,5,EMBEDDED IN ANOTHER GROUP,"Embedded in a tool, Dashboard, Scrollytelling, Static Web Page, Presentations, Newspaper or other physical handout","Design, Marketing, Research, Data Science/Analytics",5,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION AND THIS CAUSES NO ISSUE,"Excel, Illustrator, Mapbox, Tableau, Canvas","Business Intelligence Tools (like Tableau), General purpose charting libraries (plotly, highcharts), Completely custom (matplotlib, ggplot2, Processing, D3, custom code), Hand-crafted in a graphics editor (Illustrator)",DESIGNER,10,10,NA,"Less than $20,000",0,10,JOURNALISM,No,"ENGLISH, SWAHILI, LUGANDA",MIDDLE EAST & AFRICA,50,20,20,20,20,0,20
2019,NA,NA,UNITED STATES,Mostly Self-Taught,"Examples, Collaboration with more skilled practitioners, Working through a project",More,BACHELORS,NATURAL SCIENCES,7,No,WOMAN,5,"General Public, Analysts, Scientists, Project Managers",Not tracked / Unknown,"ANALYSIS, SUMMARIZATION, EDUCATION, RESEARCH","MODERATE, EXPERT",CONSULTATIVE,"Line Chart, Bar Chart, Infographics, Treemap, Dendrogram, Choropleth Map, Raster Map",ABOUT AS MUCH AS I EXPECTED FOR THIS ROLE,4,"DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB, BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE","Analysis, Summary/Overview, Communication, Exploration, Storytelling, Education",5,DATA VISUALIZATION IS ONLY PART OF MY JOB,2,6,4,THERE ARE NO SPECIALISTS IN DATA VISUALIZATION IN MY ORGANIZATION,"Embedded in a tool, Dashboard, Static Web Page, Documents, Presentations, Newspaper or other physical handout","Research, Data Science/Analytics",3,I'M ABLE TO CHOOSE MY OWN TOOLS.,"ArcGIS, Excel, Mapbox, Python, Tableau","Business Intelligence Tools (like Tableau), General purpose charting libraries (plotly, highcharts), ArcGIS",ANALYST,NA,30,NA,$60k - $80k,NA,10,ACADEMIC,Yes,NA,US / CANADA,NA,NA,NA,NA,NA,NA,NA
2019,Mentorship. It would be great to have a mentorship program where we can ask the mentors for their advice on how to grow as a data visualizer.,"Mike Bostock, Hadley Wickham",JAPAN,Mostly Self-Taught,"Examples, Collaboration with more skilled practitioners, Working through a project, Mentoring/Teaching others",More,PHD,OTHER,5,No,WOMAN,10,"Engineers, Project Managers",Weekly,ANALYSIS,"MODERATE, EXPERT",SUBORDINATE,"Line Chart, Bar Chart, Scatterplot, Force-Directed Graph, Bubble chart",ABOUT AS MUCH AS I EXPECTED FOR THIS ROLE,5,"DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB, BUT NOT THE FOCUS","Analysis, Machine Learning, Summary/Overview, Communication, Marketing, Exploration",10,DATA VISUALIZATION IS ONLY PART OF MY JOB,3,5,4,EMBEDDED IN ANOTHER GROUP,"Dashboard, Static Web Page, Interactive Notebook, Documents, Presentations","Marketing, Data Science/Analytics",3,I'M ABLE TO CHOOSE MY OWN TOOLS.,"D3, ggplot2, Plotly, R, Tableau","Business Intelligence Tools (like Tableau), Interactive Notebooks, General purpose charting libraries (plotly, highcharts), Completely custom (matplotlib, ggplot2, Processing, D3, custom code), Hand-crafted in a graphics editor (Illustrator), Hand-crafted with pen & paper or other physical means",SCIENTIST,2,2,NA,$40k - $60k,0,20,PRIVATE SECTOR,"No, but I identify as an Ally",JAPANESE,ASIA,44,4.55,22.727272727272727,22.727272727272727,45.45454545454545,0,4.545454545454546
2019,"best practices for scenarios some may call ""edge cases"" but really are quite common with certain types of data/sources/tools/etc.","Nadieh Bremer, Mike Bostock, Elijah Meeks, Curran Kelleher",UNITED STATES,Mostly Self-Taught,"Books, Workshops, Examples, Video Tutorials, Working through a project",More,BACHELORS,COMMUNICATION,1,No,WOMAN,1,"Analysts, Scientists, Marketers",Weekly,"ANALYSIS, RESEARCH, MARKETING","INTRO, MODERATE, EXPERT",CONSULTATIVE,"Line Chart, Bar Chart, Scatterplot, Hexbin/Heatmap, Network Diagram, Flow Diagram (Sankey, DAGRE, Flow Chart), Force-Directed Graph",LESS,5,"DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB, BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE","Analysis, Communication, Exploration",1,DATA VISUALIZATION IS ONLY PART OF MY JOB,5,5,5,THERE ARE NO SPECIALISTS IN DATA VISUALIZATION IN MY ORGANIZATION,"Embedded in a tool, Dashboard","Engineering, Marketing, Data Science/Analytics",5,I'M ABLE TO CHOOSE MY OWN TOOLS.,"D3, ggplot2, Python, Tableau, Google Data Studio, DOMO","Business Intelligence Tools (like Tableau), General purpose charting libraries (plotly, highcharts), Completely custom (matplotlib, ggplot2, Processing, D3, custom code)",ENGINEER,0,36,if data wrangling/prep were faster,$80k - $100k,0,3,CONSULTING,Prefer not to say,ENGLISH,US / CANADA,41,87.8,2.4390243902439024,2.4390243902439024,7.317073170731708,0,87.8048780487805
2019,"Examples of innovative work, discussions about better ways to do things",NA,AUSTRALIA,Equal Parts School and Self-Taught,"Workshops, Examples, Working through a project",Same,MASTERS,OTHER,5,No,WOMAN,6,"Analysts, Scientists, Product Managers, Executives",Daily,"ANALYSIS, SUMMARIZATION, RESEARCH",MODERATE,COLLABORATIVE,"Line Chart, Bar Chart, Scatterplot, Hexbin/Heatmap, Infographics, Dendrogram, Network Diagram, Flow Diagram (Sankey, DAGRE, Flow Chart)",ABOUT AS MUCH AS I EXPECTED FOR THIS ROLE,4,"DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB, BUT NOT THE FOCUS","Analysis, Machine Learning, Summary/Overview, Communication, Marketing, Exploration, Storytelling",6,DATA VISUALIZATION IS ONLY PART OF MY JOB,3,5,4,THERE ARE NO SPECIALISTS IN DATA VISUALIZATION IN MY ORGANIZATION,"Dashboard, Interactive Notebook, Documents, Presentations","Marketing, Research, IT, Leadership, Data Science/Analytics",4,I'M ABLE TO CHOOSE MY OWN TOOLS.,"ArcGIS, ggplot2, kepler.gl, Plotly, Power BI, Python, QGIS, R","Business Intelligence Tools (like Tableau), Interactive Notebooks, General purpose charting libraries (plotly, highcharts), Completely custom (matplotlib, ggplot2, Processing, D3, custom code)",SCIENTIST,NA,2,NA,$100k - $120k,NA,15,PRIVATE SECTOR,No,ENGLISH,OCEANIA,NA,NA,NA,NA,NA,NA,NA
2019,NA,NA,CANADA,Mostly Self-Taught,"Books, Examples, Working through a project",More,MASTERS,NATURAL SCIENCES,1,No,WOMAN,NA,"Analysts, Executives",Quarterly,"ANALYSIS, SUMMARIZATION","INTRO, MODERATE, EXPERT",COLLABORATIVE,"Line Chart, Bar Chart, Pie Chart, Scatterplot, Hexbin/Heatmap, Treemap, Network Diagram, Flow Diagram (Sankey, DAGRE, Flow Chart), Force-Directed Graph",MORE,4,"DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB, BUT NOT THE FOCUS","Analysis, Summary/Overview, Communication, Storytelling",NA,HIRED TO DO DATA VISUALIZATION,4,4,5,THERE ARE NO SPECIALISTS IN DATA VISUALIZATION IN MY ORGANIZATION,"Dashboard, Presentations",Data Science/Analytics,3,I'M ABLE TO CHOOSE MY OWN TOOLS.,"D3, Excel, Power BI, R, Tableau","Business Intelligence Tools (like Tableau), Completely custom (matplotlib, ggplot2, Processing, D3, custom code)",ANALYST,NA,NA,NA,$60k - $80k,NA,NA,PUBLIC SECTOR,No,NA,US / CANADA,NA,NA,NA,NA,NA,NA,NA
2019,NA,NA,UNITED STATES,Mostly Self-Taught,"Examples, Collaboration with more skilled practitioners, Working through a project",Much more,BACHELORS,ENGINEERING,2,No,WOMAN,10,"General Public, Executives",Not tracked / Unknown,"SUMMARIZATION, EDUCATION, PR/BRANDING",INTRO,COLLABORATIVE,Raster Map,MORE,4,"DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB, BUT NOT THE FOCUS","Analysis, Machine Learning, Summary/Overview, Communication, Marketing, Exploration, Storytelling, Education",10,DATA VISUALIZATION IS ONLY PART OF MY JOB,2,5,3,BOTH,"Static Web Page, GIF/Video on social media","Research, Data Science/Analytics",4,I'M ABLE TO CHOOSE MY OWN TOOLS.,"D3, ggplot2, R","Business Intelligence Tools (like Tableau), Completely custom (matplotlib, ggplot2, Processing, D3, custom code), Hand-crafted in a graphics editor (Illustrator)",SCIENTIST,5,5,"We really value scripting dataviz so that it is reproducible, but sometimes it's nice to use a GUI to just get what you want (click, drag, edit, etc) without figuring out the code as you are iterating. It would be an absolutely dream to have the ability for GUI changes to produce the subsequent code needed.",$60k - $80k,0,10,PUBLIC SECTOR,"No, but I identify as an Ally",ENGLISH,US / CANADA,40,12.5,25,25,25,0,12.5
2019,More in-depth tutorials!,NA,UNITED STATES,Mostly Self-Taught,"Workshops, Collaboration with more skilled practitioners, Working through a project, Mentoring/Teaching others",More,BACHELORS,MATH & STATISTICS,1.5,No,WOMAN,10,"General Public, Analysts",Monthly,"JOURNALISM, ANALYSIS, RESEARCH","INTRO, MODERATE, EXPERT",CONSULTATIVE,"Line Chart, Bar Chart, Scatterplot, Swarm Chart",ABOUT AS MUCH AS I EXPECTED FOR THIS ROLE,4,"DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB, BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE","Analysis, Summary/Overview, Communication, Storytelling",10,DATA VISUALIZATION IS ONLY PART OF MY JOB,3,7,5,THERE ARE NO SPECIALISTS IN DATA VISUALIZATION IN MY ORGANIZATION,"Embedded in a tool, Dashboard, Static Web Page, Interactive Notebook",Data Science/Analytics,4,I'M ABLE TO CHOOSE MY OWN TOOLS.,"D3, ggplot2, R, Tableau, Vue, Pen & Paper","Interactive Notebooks, Completely custom (matplotlib, ggplot2, Processing, D3, custom code)",DEVELOPER,5,0,More collaborators,$60k - $80k,0,15,ACADEMIC,Yes,ENGLISH,US / CANADA,40,0,25,25,37.5,0,0
